,model,time_period,site_name,min,mean,max,sd
94,RCM3_cgcm3,future,RandomSite7,1.2893982906360588,6.212369680365513,21.102534208553237,2.0425873560085264
95,RCM3_gfdl,future,RandomSite7,1.0867067859850754,5.896047728157241,17.52798479666234,2.032670900418454
96,CRCM_ccsm,current,RandomSite8,0.7680684415079664,6.3799197291522605,17.203424062584915,2.367856083642644
97,CRCM_cgcm3,current,RandomSite8,0.7655012536786878,6.334017163667058,19.6492559449892,2.378045600001658
98,HRM3_gfdl,current,RandomSite8,1.0961251827058656,5.223009014851424,15.417162069581854,1.8479252098671686
99,HRM3_hadcm3,current,RandomSite8,1.0000213837965024,5.307833962770862,15.348936488326837,1.9188200413537961
100,RCM3_cgcm3,current,RandomSite8,1.093087514412947,5.9246636132086365,16.79501073433326,1.8696952990978175
101,RCM3_gfdl,current,RandomSite8,1.2510816366565023,5.716563923004455,18.31531822349556,1.9449222294761424
102,CRCM_ccsm,future,RandomSite8,0.7070782210326463,6.380276246945484,22.111153561410763,2.3213654161230024
103,CRCM_cgcm3,future,RandomSite8,0.6882751049067353,6.408670863671084,23.8584178651258,2.4086404875816463
104,HRM3_gfdl,future,RandomSite8,0.9931808147896698,5.405432812445601,16.64296398867584,1.8919893625291475
105,HRM3_hadcm3,future,RandomSite8,1.0068099071425058,5.413361832120489,15.785377742709574,1.9324266827381005
106,RCM3_cgcm3,future,RandomSite8,1.2304288717053533,6.01741800000003,21.40315558661109,1.897558726289974
107,RCM3_gfdl,future,RandomSite8,1.1898872827878135,5.7654820270007825,17.327333378538395,1.9243743507630982
108,CRCM_ccsm,current,RandomSite9,0.6862509829006842,6.876675275118563,17.337875122184258,2.5390449308981413
109,CRCM_cgcm3,current,RandomSite9,0.6427086640791891,6.8759583826099355,21.440292008036266,2.5976370120707246
110,HRM3_gfdl,current,RandomSite9,0.8708395962011695,5.268233695168333,15.557479799652421,1.8877273377320911
111,HRM3_hadcm3,current,RandomSite9,0.9195781858958454,5.3717133777814645,14.52292280057775,1.9686708537212152
112,RCM3_cgcm3,current,RandomSite9,1.025771295681485,6.087193310099421,17.083209329161576,1.9285323948911675
113,RCM3_gfdl,current,RandomSite9,1.140537658579528,5.836096098842559,18.76345459129517,2.0011624061329774
114,CRCM_ccsm,future,RandomSite9,0.4966213553145144,6.896613235633325,22.019167633804443,2.4839800224103468
115,CRCM_cgcm3,future,RandomSite9,0.4518215191789289,6.980123258996036,21.111989155413063,2.640144740706787
116,HRM3_gfdl,future,RandomSite9,0.9750269878713791,5.502174164043161,14.693658647182144,1.9454173799826726
117,HRM3_hadcm3,future,RandomSite9,1.0587897282557874,5.505130766938576,16.20957909857563,1.9930931523016575
118,RCM3_cgcm3,future,RandomSite9,1.3232983935839133,6.212665361864155,21.676488087927915,1.9857011202228194
119,RCM3_gfdl,future,RandomSite9,1.1716777168464771,5.930295582020515,17.667978867864935,1.9887637226985413
120,CRCM_ccsm,current,RandomSite10,0.8703054790447167,6.589470478594021,17.551955125342054,2.5675865992921896
121,CRCM_cgcm3,current,RandomSite10,0.8701183059869397,6.623490599653787,19.793237697660572,2.6194781708415116
122,HRM3_gfdl,current,RandomSite10,1.0402701624540684,5.277938642112643,15.22795081978197,1.9395508252670866
123,HRM3_hadcm3,current,RandomSite10,1.1349411516459929,5.42184995254069,15.205928217784244,2.035050238905419
124,RCM3_cgcm3,current,RandomSite10,1.390944676891758,5.977747124392306,16.96065133665602,1.9213283271550916
125,RCM3_gfdl,current,RandomSite10,0.9383890898614422,5.740577307389327,18.997424407467815,1.971934956341343
126,CRCM_ccsm,future,RandomSite10,0.9473555911442182,6.602605273452405,22.67943856879227,2.5529288983072678
127,CRCM_cgcm3,future,RandomSite10,0.7210892846334654,6.66633840464771,24.02646620779223,2.6615000999998792
128,HRM3_gfdl,future,RandomSite10,0.783452075650557,5.494060739051097,16.522886322535598,1.9999637158692423
129,HRM3_hadcm3,future,RandomSite10,0.7568397537615973,5.540462990010515,16.47066934203463,2.048368417635211
130,RCM3_cgcm3,future,RandomSite10,0.9819946783733364,6.096651020125733,20.60017560877832,1.9663769055761475
131,RCM3_gfdl,future,RandomSite10,1.115180352989119,5.8009813915864195,17.557155761891828,1.9785590871422791
